PO_NUMBER,INVOICE_ID,INVOICE_NUM,SOURCE,INV_LINE_NUMBER,ACCOUNT_CODE,COMPANY_CODE,MIC,INVOICE_DATE,INVOICE_AMOUNT,TRAN_AMOUNT,EXTC,STATE,VENDOR_NAME,INVOICE_FR,FINAL_DESCRIPTION,PROJ_NUM,TAX_AMOUNT,TAX_TYPE,ACCOUNTING_DATE,NORAD_FLAG,DRIVERID,invoice_month,invoice_year
null,349011239,ERP0000079820118,71ERPAP,1,4130.55,SS00,,2023-01-04,45.4200000000,45,CYD,GA,FOR CUSTOMER,3490112391,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349011258,ERP0000079820121,71ERPAP,1,4130.55,SS00,,2023-01-04,32.5000000000,33,CYD,GA,FOR CUSTOMER,3490112581,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349011422,ERP0000079820146,71ERPAP,1,4130.55,SS00,,2023-01-04,92.1100000000,92,CYD,GA,FOR CUSTOMER,3490114221,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349011513,ERP0000079817534,71ERPAP,1,4130.55,SS00,,2023-01-04,7.1400000000,7,CYD,GA,FOR CUSTOMER,3490115131,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349011593,ERP0000079817550,71ERPAP,1,4130.55,SS00,,2023-01-04,87.3300000000,87,CYD,GA,FOR CUSTOMER,3490115931,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349011655,ERP0000079816263,71ERPAP,1,4130.55,SS00,,2023-01-04,4.8800000000,5,CYD,GA,FOR CUSTOMER,3490116551,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349011991,ERP0000079819135,71ERPAP,1,4130.55,SS00,,2023-01-04,107.0900000000,107,CYD,GA,FOR CUSTOMER,3490119911,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012185,0788503905000025,71SAP,1,4010.3811,SS00,,2023-01-04,1200.0000000000,1200,CYD,GA,STATE DISBURSEMENT UNIT>2,3490121851,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012304,EG0038230101,EFOSS,22,6114.1,TM00,,2023-01-01,1111.7100000000,12,481,MO,AMERIT FLEET SOLUTIONS,34901230422,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349012307,0788550054000093,71SAP,1,4010.3811,SS00,,2023-01-04,1.5000000000,2,CYD,GA,CLERK OF ALLEN CIRCUIT & SUPERIOR COURTS,3490123071,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012392,ERP0000079819200,71ERPAP,1,4130.55,SS00,,2023-01-04,59.2300000000,59,CYD,GA,FOR CUSTOMER,3490123921,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012447,EY1115230101,EFOSS,19,6112.11,SS00,,2023-01-01,1745.2700000000,110,48T,GA,AMERIT FLEET SOLUTIONS,34901244719,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349012467,FA3369230101,EFOSS,62,6112.11,1001,,2023-01-01,1795.9800000000,0,48T,GA,AMERIT FLEET SOLUTIONS,34901246762,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349012627,ERP0000079816965,71ERPAP,1,4130.55,SS00,,2023-01-04,77.5400000000,78,CYD,GA,FOR CUSTOMER,3490126271,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012683,ERP0000079816973,71ERPAP,1,4130.55,SS00,,2023-01-04,145.5500000000,146,CYD,GA,FOR CUSTOMER,3490126831,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012831,ERP0000079819277,71ERPAP,1,4130.55,SS00,,2023-01-04,2.8500000000,3,CYD,GA,FOR CUSTOMER,3490128311,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349012943,GK8190230101,EFOSS,48,6112.11,SS00,,2023-01-01,1837.0000000000,34,48T,GA,AMERIT FLEET SOLUTIONS,34901294348,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349012968,GM0409230101,EFOSS,14,6112.11,SS00,,2023-01-01,888.8500000000,25,48T,GA,AMERIT FLEET SOLUTIONS,34901296814,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349012968,GM0409230101,EFOSS,9,6112.11,SS00,,2023-01-01,888.8500000000,52,48T,GA,AMERIT FLEET SOLUTIONS,3490129689,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013047,GR203V230101,EFOSS,26,6112.11,SS00,,2023-01-01,1248.3600000000,33,48T,GA,AMERIT FLEET SOLUTIONS,34901304726,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013086,GS031Y230101,EFOSS,45,6112.11,SS00,,2023-01-01,1836.9900000000,23,48T,GA,AMERIT FLEET SOLUTIONS,34901308645,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013174,GS5618230101,EFOSS,11,6112.11,SS00,,2023-01-01,1570.4100000000,96,48T,GA,AMERIT FLEET SOLUTIONS,34901317411,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013257,0788508870000469,71SAP,1,4010.3811,SS00,,2023-01-04,459.0000000000,459,CYD,GA,STATE DISBURSEMENT UNIT>4,3490132571,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349013383,IO6265230101,EFOSS,16,6112.11,SS00,,2023-01-01,1648.8900000000,26,48T,GA,AMERIT FLEET SOLUTIONS,34901338316,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013383,IO6265230101,EFOSS,18,6112.11,SS00,,2023-01-01,1648.8900000000,155,48T,GA,AMERIT FLEET SOLUTIONS,34901338318,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013490,JA628V230101,EFOSS,7,6112.11,SS00,,2023-01-01,1410.7400000000,82,48T,GA,AMERIT FLEET SOLUTIONS,3490134907,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013587,JB453N230101,EFOSS,22,6114.1,5T00,,2023-01-01,1310.0100000000,24,481,TN,AMERIT FLEET SOLUTIONS,34901358722,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349013622,JC264K230101,EFOSS,23,6112.11,SS00,,2023-01-01,1579.7800000000,11,48T,GA,AMERIT FLEET SOLUTIONS,34901362223,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013728,JD5488230101,EFOSS,8,6112.11,SS00,,2023-01-01,630.0300000000,112,48T,GA,AMERIT FLEET SOLUTIONS,3490137288,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013748,JD5838230101,EFOSS,13,6112.11,SS00,,2023-01-01,2061.0000000000,21,48T,GA,AMERIT FLEET SOLUTIONS,34901374813,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013748,JD5838230101,EFOSS,17,6112.11,SS00,,2023-01-01,2061.0000000000,21,48T,GA,AMERIT FLEET SOLUTIONS,34901374817,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349013900,JF382S230101,EFOSS,19,6114.1,TT00,,2023-01-01,1648.9100000000,52,481,TX,AMERIT FLEET SOLUTIONS,34901390019,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349013934,JF7173230101,EFOSS,25,6112.11,SS00,,2023-01-01,1883.0800000000,24,48T,GA,AMERIT FLEET SOLUTIONS,34901393425,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014023,ERP0000079819428,71ERPAP,1,4130.55,SS00,,2023-01-04,2.1900000000,2,CYD,GA,FOR CUSTOMER,3490140231,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014044,JG343R230101,EFOSS,16,6112.11,SS00,,2023-01-01,992.0900000000,28,48T,GA,AMERIT FLEET SOLUTIONS,34901404416,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014099,ERP0000079815559,71ERPAP,1,4130.55,SS00,,2023-01-04,50.7300000000,51,CYD,GA,FOR CUSTOMER,3490140991,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014130,ERP0000079819445,71ERPAP,1,4130.55,SS00,,2023-01-04,73.8100000000,74,CYD,GA,FOR CUSTOMER,3490141301,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014277,JK1001230101,EFOSS,72,6112.11,SS00,,2023-01-01,1808.5900000000,2,48T,GA,AMERIT FLEET SOLUTIONS,34901427772,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014319,RP6626230101,EFOSS,19,6112.11,SS00,,2023-01-01,1426.4500000000,36,48T,GA,AMERIT FLEET SOLUTIONS,34901431919,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014354,ERP0000079817558,71ERPAP,1,4130.55,SS00,,2023-01-04,74.7000000000,75,CYD,GA,FOR CUSTOMER,3490143541,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014368,JL129M230101,EFOSS,39,6112.11,SS00,,2023-01-01,1598.6200000000,12,48T,GA,AMERIT FLEET SOLUTIONS,34901436839,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014428,ERP0000079817579,71ERPAP,1,4130.55,SS00,,2023-01-04,17.5400000000,18,CYD,GA,FOR CUSTOMER,3490144281,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014434,RS0835230101,EFOSS,21,6112.11,SS00,,2023-01-01,918.3800000000,22,48T,GA,AMERIT FLEET SOLUTIONS,34901443421,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014434,RS0835230101,EFOSS,3,6112.11,SS00,,2023-01-01,918.3800000000,57,48T,GA,AMERIT FLEET SOLUTIONS,3490144343,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014466,JL612R230101,EFOSS,2,6112.11,SS00,,2023-01-01,918.4000000000,57,48T,GA,AMERIT FLEET SOLUTIONS,3490144662,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014466,JL612R230101,EFOSS,6,6112.11,SS00,,2023-01-01,918.4000000000,43,48T,GA,AMERIT FLEET SOLUTIONS,3490144666,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014480,JL620G230101,EFOSS,1,6112.11,SS00,,2023-01-01,1321.8100000000,102,48T,GA,AMERIT FLEET SOLUTIONS,3490144801,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014491,RT785T230101,EFOSS,34,6112.11,SS00,,2023-01-01,1687.0400000000,2,48T,GA,AMERIT FLEET SOLUTIONS,34901449134,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014491,RT785T230101,EFOSS,44,6112.11,SS00,,2023-01-01,1687.0400000000,8,48T,GA,AMERIT FLEET SOLUTIONS,34901449144,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014597,0788590306001019,71SAP,1,4010.3811,SS00,,2023-01-04,481.2900000000,481,CYD,GA,WASHINGTON STATE SUPPORT,3490145971,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014632,RW2173230101,EFOSS,22,6112.11,SS00,,2023-01-01,1013.7300000000,1,48T,GA,AMERIT FLEET SOLUTIONS,34901463222,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014679,RW8979230101,EFOSS,4,6112.11,SS00,,2023-01-01,1477.2400000000,327,48T,GA,AMERIT FLEET SOLUTIONS,3490146794,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014688,0788500983001062,71SAP,1,4010.3811,SS00,,2023-01-04,378.2900000000,378,CYD,GA,TX CHILD SUPPORT SDU,3490146881,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014711,RX2896230101,EFOSS,28,6112.11,SS00,,2023-01-01,1195.6600000000,9,48T,GA,AMERIT FLEET SOLUTIONS,34901471128,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349014712,ERP0000079817639,71ERPAP,1,4130.55,SS00,,2023-01-04,4.4100000000,4,CYD,GA,FOR CUSTOMER,3490147121,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014777,ERP0000079817653,71ERPAP,1,4130.55,SS00,,2023-01-04,44.2100000000,44,CYD,GA,FOR CUSTOMER,3490147771,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014799,RX810N230101,EFOSS,85,6114.1,PC00,,2023-01-01,1859.6000000000,6,481,CA,AMERIT FLEET SOLUTIONS,34901479985,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349014816,8137100050245338202301,SOLUTN,1,6998.21,QIBM,,2023-01-05,151.9400000000,152,8H9,NJ,RISE BROADBAND,3490148161,Cost of Goods Sold - Other Services | Domestic Access - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014840,ERP0000079817667,71ERPAP,1,4130.55,SS00,,2023-01-04,42.4200000000,42,CYD,GA,FOR CUSTOMER,3490148401,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349014992,SB5796230101,EFOSS,5,6112.11,SS00,,2023-01-01,1747.9500000000,27,48T,GA,AMERIT FLEET SOLUTIONS,3490149925,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015127,SL045B230101,EFOSS,3,6112.11,SS00,,2023-01-01,1422.9400000000,37,48T,GA,AMERIT FLEET SOLUTIONS,3490151273,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015142,SL064R230101,EFOSS,30,6112.11,SS00,,2023-01-01,918.3600000000,57,48T,GA,AMERIT FLEET SOLUTIONS,34901514230,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015220,SR060Q230101,EFOSS,20,6112.11,SS00,,2023-01-01,1812.4700000000,164,48T,GA,AMERIT FLEET SOLUTIONS,34901522020,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015270,SS821H230101,EFOSS,21,6112.11,SS00,,2023-01-01,1894.1300000000,63,48T,GA,AMERIT FLEET SOLUTIONS,34901527021,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015270,SS821H230101,EFOSS,36,6112.11,SS00,,2023-01-01,1894.1300000000,5,48T,GA,AMERIT FLEET SOLUTIONS,34901527036,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015270,SS821H230101,EFOSS,50,6112.11,SS00,,2023-01-01,1894.1300000000,2,48T,GA,AMERIT FLEET SOLUTIONS,34901527050,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015319,SW7174230101,EFOSS,18,6112.11,SS00,,2023-01-01,1648.7200000000,13,48T,GA,AMERIT FLEET SOLUTIONS,34901531918,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015397,TC5179230101,EFOSS,19,6114.1,5G00,,2023-01-01,1630.9400000000,115,481,GA,AMERIT FLEET SOLUTIONS,34901539719,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349015397,TC5179230101,EFOSS,7,6114.1,5G00,,2023-01-01,1630.9400000000,188,481,GA,AMERIT FLEET SOLUTIONS,3490153977,Othr Tools & Work Equipment-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349015439,TG738N230101,EFOSS,14,6112.11,SS00,,2023-01-01,1487.6100000000,70,48T,GA,AMERIT FLEET SOLUTIONS,34901543914,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015559,TM9958230101,EFOSS,31,6112.11,SS00,,2023-01-01,1736.2400000000,11,48T,GA,AMERIT FLEET SOLUTIONS,34901555931,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015577,TO867X230101-1,EFOSS,3,6534.51,5G00,,2023-01-01,872.5800000000,31,481,GA,AMERIT FLEET SOLUTIONS,3490155773,Plant Oper Admin Exp-Incurred | Contract Labor (Excl Installation),,null,,2023-01-31,N,null,2023-01,2023
null,349015586,TP057A230101,EFOSS,13,6112.11,SS00,,2023-01-01,1594.4100000000,37,48T,GA,AMERIT FLEET SOLUTIONS,34901558613,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015658,143002665_148,CAPSBP,5,1190.531,PC00,,2023-01-04,1.0500000000,0,CYD,CA,UNIVERSAL SERVICE ADMIN CO INC>9T,3490156585,A/R-Other-FUSF-Schools & Libraries | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349015663,TS7881230101,EFOSS,39,6112.11,SS00,,2023-01-01,1414.3200000000,21,48T,GA,AMERIT FLEET SOLUTIONS,34901566339,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015699,TW2988230101,EFOSS,10,6112.11,SS00,,2023-01-01,868.5300000000,136,48T,GA,AMERIT FLEET SOLUTIONS,34901569910,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015741,2221622189,CAPSBP,1,1240.131,J160,NONE,2023-01-01,267.9600000000,268,CYD,MO,AVAYA INC,3490157411,WIP - Maintenance - Labor | Corporate Entry - Other,A00JY1S,null,,2023-01-31,N,null,2023-01,2023
null,349015909,WF337Y230101,EFOSS,22,6112.11,SS00,,2023-01-01,1308.3500000000,41,48T,GA,AMERIT FLEET SOLUTIONS,34901590922,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015918,WG273N230101,EFOSS,4,6112.11,SS00,,2023-01-01,1914.7000000000,5,48T,GA,AMERIT FLEET SOLUTIONS,3490159184,MV Exp-Plant Motor Vehicle Expense - Incurred | Fleet - Contracted Services,,null,,2023-01-31,N,null,2023-01,2023
null,349015991,278314,CAPSBP,13,1240.121,J160,NONE,2023-01-03,206.3500000000,8,CYD,MO,ACUATIVE CORPORATION >1,34901599113,WIP - CSO - Labor | Corporate Entry - Other,A01W71N,null,,2023-01-31,N,null,2023-01,2023
null,349015991,278314,CAPSBP,4,1240.121,J160,NONE,2023-01-03,206.3500000000,8,CYD,MO,ACUATIVE CORPORATION >1,3490159914,WIP - CSO - Labor | Corporate Entry - Other,A01W71N,null,,2023-01-31,N,null,2023-01,2023
null,349016121,278339,CAPSBP,15,1240.121,J160,NONE,2023-01-03,219.1500000000,8,CYD,MO,ACUATIVE CORPORATION >1,34901612115,WIP - CSO - Labor | Corporate Entry - Other,A01W71N,null,,2023-01-31,N,null,2023-01,2023
null,349016343,ERP0000079815811,71ERPAP,1,4130.55,SS00,,2023-01-04,19.8000000000,20,CYD,GA,FOR CUSTOMER,3490163431,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349016385,CWA COPE DEC 2022,CAPSBP,1,6890.9,SS00,,2023-01-04,137553.3800000000,-432,895,GA,CWA COPE PCC,3490163851,"Misc Operating Expense - Other | Other Licenses, Permits and Fees",,null,,2023-01-31,N,null,2023-01,2023
null,349016460,ERP0000079816433,71ERPAP,1,4130.55,SS00,,2023-01-04,110.2100000000,110,CYD,GA,FOR CUSTOMER,3490164601,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349016749,ERP0000079816576,71ERPAP,1,4130.55,SS00,,2023-01-04,2.6800000000,3,CYD,GA,FOR CUSTOMER,3490167491,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349016755,12885,SOLUTN,1,6998.21,QIBM,,2023-01-01,511.2900000000,511,8H9,NJ,MALL BUSINESS SERVICES,3490167551,Cost of Goods Sold - Other Services | Domestic Access - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349016848,1289820230101,SOLUTN,1,6998.21,QIBM,,2023-01-01,353.2200000000,353,8H9,NJ,MALL BUSINESS SERVICES,3490168481,Cost of Goods Sold - Other Services | Domestic Access - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349016974,0788500143006637,71SAP,1,4010.3811,SS00,,2023-01-04,394.3300000000,394,CYD,GA,OHIO CSPC,3490169741,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017100,0788552069000343,71SAP,1,4010.3811,SS00,,2023-01-04,734.0000000000,734,CYD,GA,OFFICE OF THE CHAPTER 13 TRUSTEE,3490171001,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017118,0788534929000441,71SAP,1,4010.3811,SS00,,2023-01-04,416.0000000000,416,CYD,GA,FAMILY SUPPORT PAYMENT CENTER,3490171181,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017186,0788562864000681,71SAP,1,4010.3811,SS00,,2023-01-04,249.7500000000,250,CYD,GA,MICHIGAN STATE DISBURSEMENT UNIT,3490171861,A/P-Payroll-Ded-Exec/Assign/Garnishment | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017448,ERP0000079819745,71ERPAP,1,4130.55,SS00,,2023-01-04,57.0600000000,57,CYD,GA,FOR CUSTOMER,3490174481,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017465,ERP0000079819778,71ERPAP,1,4130.55,SS00,,2023-01-04,50.0000000000,50,CYD,GA,FOR CUSTOMER,3490174651,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017499,ERP0000079820004,71ERPAP,1,4130.55,SS00,,2023-01-04,41.0000000000,41,CYD,GA,FOR CUSTOMER,3490174991,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017608,INV30034325,SCM,1,4010.273,1003,,2023-01-03,1618.8800000000,1619,CYD,TX,TRILLION COMMUNICATIONS CORP>1,3490176081,A/P-Business Unit Accruals-Other Capital | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349017982,ERP0000079816862,71ERPAP,1,4130.55,SS00,,2023-01-04,26.2300000000,26,CYD,GA,FOR CUSTOMER,3490179821,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349018151,ERP0000079816726,71ERPAP,1,4130.55,SS00,,2023-01-04,15.3200000000,15,CYD,GA,FOR CUSTOMER,3490181511,Current Liab-Refunds-CAPM ERP-AP Clearing | Corporate Entry - Other,,null,,2023-01-31,N,null,2023-01,2023
null,349019065,2503763842,INGOT,2,6998.11,QSLB,NONE,2023-01-04,32844.0000000000,6426,9Z1,NJ,HEWLETT PACKARD ENTERPRISE COMPANY>1,3490190652,Cost of Goods Sold - Direct Costs - External | Other COGS- Equipment,A01W19P,null,,2023-01-31,N,null,2023-01,2023
null,349019335,SI0779509E,INGOT,2,6611.99,1001,NONE,2023-01-02,97.4600000000,10,520,TX,81EIGHTY PROMOTIONS LP,3490193352,Product Mgmt Exp - Other Exp - Other | Material Purchases,,null,,2023-01-31,N,null,2023-01,2023
null,349019389,SI0779500E,INGOT,8,6611.99,1001,NONE,2023-01-02,166.4000000000,20,520,AL,81EIGHTY PROMOTIONS LP,3490193898,Product Mgmt Exp - Other Exp - Other | Material Purchases,,null,ST,2023-01-31,N,null,2023-01,2023
